id;y_predito;y_probabilidade
245334;1;0.68
105796;1;0.85
184266;1;0.59
161491;1;0.61
9308;1;0.81
148221;1;0.84
67101;1;0.69
130315;0;0.42
70831;1;0.85
197721;1;0.67
160610;1;0.72
227130;1;0.82
91460;1;0.62
182702;1;0.95
12398;1;0.57
51148;1;0.82
286434;0;0.41
202901;1;0.94
73819;1;0.75
99024;1;0.87
282165;1;0.57
249934;1;0.86
134372;1;0.91
71484;1;0.81
136131;1;0.83
142828;1;0.89
169217;1;0.54
112571;1;0.73
120590;1;0.66
46828;1;0.73
145338;1;0.91
113304;1;0.82
133387;1;0.82
213095;1;0.78
18139;1;0.77
136302;1;0.63
121480;1;0.74
135606;1;0.71
178907;1;0.81
225301;1;0.91
150345;1;0.87
257038;1;0.76
39586;1;0.84
217070;1;0.83
272745;1;0.85
122704;1;0.86
163892;1;0.52
227571;1;0.85
175223;1;0.68
79687;1;0.71
162752;1;0.75
116558;1;0.92
102445;1;0.91
113512;1;0.74
232640;1;0.8
206993;1;0.71
270942;1;0.95
158691;1;0.65
5764;1;0.86
58317;1;0.89
217469;1;0.6
214511;1;0.83
254721;1;0.97
106278;1;0.88
273526;1;0.81
288939;1;0.76
44771;1;0.81
108931;1;0.51
42090;1;0.61
68824;1;0.87
239294;1;0.88
231880;1;0.65
116033;1;0.58
44297;1;0.81
165531;1;0.79
284226;1;0.79
264541;1;0.64
282842;1;0.83
166371;1;0.83
209375;1;0.9
139371;1;0.86
158715;1;0.9
100942;1;0.69
141715;1;0.71
76723;1;0.94
115891;1;0.89
248735;1;0.81
272374;1;0.82
16098;1;0.9
208977;1;0.79
75729;1;0.57
205236;1;0.83
67264;1;0.88
250012;1;0.72
125425;1;0.8
142874;1;0.84
270535;1;0.83
97833;1;0.82
223914;1;0.79
278757;1;0.89
178443;1;0.88
73166;1;0.62
134597;0;0.47
278068;1;0.7
208663;1;0.88
17842;1;0.86
238373;1;0.89
63919;1;0.82
15186;1;0.92
73589;1;0.69
137722;0;0.45
264392;1;0.8
99477;1;0.76
36618;1;0.8
243270;1;0.57
135525;1;0.82
162751;1;0.9
74612;1;0.85
221500;1;0.81
106049;1;0.85
174641;1;0.88
18695;1;0.99
212838;1;0.8
145814;1;0.78
233921;1;0.9
243086;1;0.82
213865;1;0.81
12616;1;0.87
236264;1;0.89
258874;1;0.66
229336;1;0.6
131640;1;0.68
81383;1;0.79
72922;1;0.67
250786;1;0.92
41589;1;0.75
68312;1;0.91
214337;1;0.73
155424;1;0.67
6636;1;0.79
130985;1;0.8
158030;1;0.72
244221;1;0.88
245849;1;0.54
237809;1;0.77
173761;1;0.58
85824;1;0.85
251298;1;0.83
115838;1;0.53
165620;1;0.88
165011;0;0.26
57150;1;0.94
10371;1;0.89
137982;1;0.91
71572;1;0.82
131977;1;0.54
178251;1;0.63
195611;1;0.81
239941;1;0.68
134947;1;0.57
118123;1;0.75
98947;1;0.69
259393;1;0.89
69867;1;0.67
3355;1;0.82
270335;1;0.69
37838;1;0.78
256874;1;0.79
92351;1;0.61
57035;1;0.81
276876;1;0.79
260067;1;0.69
209796;1;0.85
225052;1;0.71
253058;0;0.5
108726;1;0.76
118439;1;0.52
288863;1;0.83
175733;1;0.85
268241;1;0.82
30798;1;0.67
211345;1;0.69
271609;1;0.72
52462;1;0.83
8339;1;0.73
148628;1;0.83
31834;1;0.61
149578;1;0.66
246924;1;0.88
281543;1;0.62
31187;1;0.83
82528;1;0.65
144314;1;0.84
68222;1;0.75
259030;1;0.96
239178;1;0.66
180002;1;0.71
80298;1;0.71
16344;1;0.66
157258;1;0.79
146602;0;0.39
106015;1;0.96
146710;1;0.87
249715;1;0.92
31873;1;0.96
244688;1;0.6
181531;1;0.86
155840;1;0.86
165666;1;0.6
173382;1;0.9
115165;1;0.84
41017;1;0.73
101740;1;0.68
161912;1;0.54
249194;1;0.62
273992;1;0.81
242908;1;0.67
108249;1;0.73
192840;1;0.56
210420;1;0.84
23335;1;0.51
49591;1;0.57
14928;1;0.72
94732;1;0.9
140687;1;0.89
249494;1;0.87
171546;1;0.86
117114;1;0.65
184879;0;0.48
19215;1;0.85
54148;1;0.85
260790;1;0.66
270108;1;0.82
66182;1;0.66
268422;1;0.83
157473;1;0.88
206608;1;0.76
286700;1;0.53
265514;1;0.83
32348;1;0.84
160741;1;0.96
212119;0;0.43
240906;1;0.82
285304;1;0.86
194973;1;0.77
202622;1;0.84
65787;1;0.68
98137;1;0.83
211028;1;0.85
208639;1;0.86
236722;1;0.82
198031;1;0.75
49900;1;0.96
288077;1;0.7
286152;1;0.87
85386;1;0.66
192582;1;0.81
219910;1;0.86
269424;1;0.76
247447;1;0.58
279764;1;0.71
35967;1;0.95
138210;1;0.84
154343;1;0.83
268230;1;0.74
205410;1;0.72
688;1;0.62
23302;1;0.61
278315;1;0.82
134618;1;0.55
198560;0;0.4
208748;0;0.47
262961;1;0.89
272064;1;0.81
165865;1;0.75
254382;1;0.76
125240;1;0.85
211848;1;0.93
273517;1;0.57
285071;1;0.9
141515;1;0.81
10899;1;0.83
104143;1;0.79
21229;1;0.81
273541;1;0.59
53726;1;0.62
78207;1;0.65
138621;1;0.75
67697;1;0.63
253267;1;0.87
264318;1;0.79
246398;1;0.96
146901;1;0.64
226131;1;0.77
9561;1;0.66
80509;1;0.74
287624;1;0.79
103105;1;0.96
44818;1;0.59
152370;1;0.58
43781;1;0.91
30355;1;0.89
216644;1;0.86
234454;1;0.6
227347;1;0.61
151159;1;0.72
6972;1;0.52
286496;1;0.52
170268;1;0.84
112530;1;0.75
33691;1;0.88
122180;1;0.85
233839;1;0.83
100533;1;0.87
40514;1;0.6
124264;1;0.74
223809;1;0.89
77902;1;0.89
226066;1;0.61
16661;1;0.86
233075;1;0.63
252356;1;0.9
94328;1;0.8
183462;1;0.86
274967;1;0.9
53361;1;0.89
7022;1;0.81
169198;1;0.82
17236;0;0.47
94890;1;0.9
4880;1;0.77
92293;1;0.78
60743;1;0.57
156985;1;0.9
95021;1;0.92
274578;1;0.78
142287;1;0.96
117871;1;0.86
105471;1;0.53
4431;0;0.5
145125;1;0.92
66253;1;0.92
52731;1;0.95
253570;1;0.83
50941;1;0.86
218238;1;0.71
63957;1;0.87
287922;0;0.47
114719;1;0.62
66258;1;0.59
746;1;0.81
174999;1;0.71
219525;1;0.88
69941;1;0.79
218614;1;0.79
242624;1;0.89
158856;1;0.8
93884;1;0.93
92336;1;0.56
47716;1;0.78
253929;1;0.6
46759;1;0.7
220281;1;0.6
286588;1;0.52
28725;1;0.88
64532;1;0.84
211560;1;0.67
256112;1;0.91
115958;1;0.68
82636;1;0.93
284808;1;0.56
8762;1;0.57
70712;1;0.59
279144;1;0.77
81003;0;0.5
243004;1;0.81
38364;1;0.89
226594;1;0.82
54370;1;0.8
117764;1;0.67
112055;1;0.92
111569;0;0.46
110515;1;0.75
127803;1;0.94
103067;1;0.94
176933;0;0.43
94307;1;0.88
46186;1;0.86
245112;1;0.85
218365;1;0.9
34300;1;0.7
219503;1;0.83
34875;0;0.48
108209;1;0.73
32622;1;0.74
118979;1;0.57
215207;1;0.86
45626;1;0.82
208786;1;0.58
189488;1;0.7
277479;1;0.87
181964;1;0.86
134854;1;0.85
9999;0;0.38
239682;1;0.85
73805;1;0.81
211742;1;0.86
112217;1;0.84
239385;1;0.91
18418;1;0.86
140583;1;0.91
140920;1;0.81
13244;1;0.91
150713;1;0.79
228427;1;0.82
90180;1;0.84
8643;1;0.89
112127;1;0.8
88005;1;0.86
121393;1;0.74
175122;1;0.77
16523;1;0.8
5801;1;0.76
180050;0;0.5
287058;1;0.73
84555;1;0.85
106309;1;0.87
157782;1;0.65
92569;1;0.59
181149;1;0.85
81797;1;0.87
63753;1;0.75
245941;1;0.52
161679;1;0.74
288060;1;0.54
156095;1;0.87
171468;1;0.9
148100;1;0.65
113382;1;0.78
268053;1;0.84
125437;1;0.67
131557;1;0.73
280378;1;0.69
17715;1;0.67
280164;1;0.52
126035;1;0.96
157750;1;0.75
140748;1;0.95
193278;1;0.88
170416;1;0.88
69154;1;0.9
160813;1;0.96
239041;1;0.63
272377;1;0.63
12849;1;0.84
20953;1;0.87
169755;1;0.87
272572;1;0.82
10919;1;0.89
207597;1;0.95
171498;1;0.92
73497;1;0.92
281631;1;0.79
259488;1;0.69
151360;1;0.87
131572;1;0.8
156583;1;0.88
175644;1;0.96
155213;1;0.87
187730;1;0.73
214595;1;0.52
69955;1;0.82
7462;1;0.7
104644;1;0.91
113107;1;0.87
202458;1;0.89
203607;1;0.76
289069;1;0.89
134409;1;0.85
255838;1;0.72
7297;1;0.94
76397;1;0.52
76516;1;0.87
136874;1;0.89
233840;1;0.87
131580;1;0.65
245705;1;0.81
227740;1;0.92
137621;0;0.48
136145;1;0.86
209353;1;0.8
101056;1;0.91
135064;1;0.6
228147;1;0.86
174473;1;0.82
132330;1;0.88
48207;1;0.93
275104;1;0.53
248535;1;0.51
268428;1;0.83
146383;1;0.67
233164;1;0.85
242867;1;0.84
9351;1;0.88
137934;1;0.67
92132;1;0.8
149530;1;0.8
242260;1;0.93
91167;1;0.84
209288;1;0.79
243492;1;0.94
228374;1;0.81
144135;1;0.92
5979;1;0.52
75240;1;0.77
275761;1;0.87
276971;1;0.74
122557;1;0.82
243695;1;0.82
185465;1;0.87
225363;1;0.83
63595;1;0.53
62314;1;0.74
37894;1;0.88
246669;1;0.77
180055;1;0.71
31473;1;0.66
169858;1;0.94
234465;1;0.51
39942;1;0.74
107501;1;0.86
175295;1;0.94
97015;1;0.75
77126;1;0.88
128207;1;0.8
143924;1;0.54
194099;0;0.42
127938;1;0.83
115394;1;0.83
160525;1;0.74
46574;1;0.84
224154;1;0.83
87784;1;0.85
68902;0;0.19
96935;1;0.94
13650;1;0.64
37201;1;0.79
283564;1;0.8
119019;1;0.92
204374;1;0.77
278743;1;0.85
7867;1;0.85
71828;1;0.79
124804;1;0.51
185243;1;0.54
32407;1;0.9
68660;1;0.77
223512;1;0.79
97467;1;0.74
174766;1;0.73
111194;1;0.74
282833;1;0.91
278489;1;0.78
174342;1;0.76
219516;1;0.86
251817;1;0.82
283078;1;0.78
253819;1;0.81
147482;1;0.9
101413;1;0.84
76375;1;0.67
268200;1;0.72
155252;1;0.87
51416;1;0.78
214086;1;0.89
288159;1;0.83
278180;1;0.63
112560;1;0.78
110213;1;0.91
46541;1;0.73
152361;1;0.88
217787;0;0.49
3968;1;0.72
273632;1;0.67
124608;0;0.5
48092;1;0.68
141186;1;0.92
79395;0;0.5
72429;0;0.42
147274;1;0.83
18150;1;0.79
24746;1;0.94
117668;1;0.58
111218;1;0.78
144041;1;0.94
99442;1;0.76
265119;1;0.65
115216;1;0.79
250652;1;0.82
98759;1;0.84
195545;0;0.45
143127;1;0.57
217382;1;0.96
21999;1;0.9
288599;1;0.83
86119;1;0.84
49128;1;0.75
248195;1;0.88
269995;1;0.93
232964;1;0.6
216208;1;0.52
166349;1;0.66
76903;1;0.9
13645;1;0.84
91919;1;0.62
264775;1;0.56
212556;1;0.86
48695;1;0.84
284563;1;0.77
220192;1;0.72
8194;1;0.84
31248;1;0.77
176590;1;0.81
140555;1;0.52
249992;1;0.79
249063;0;0.45
198189;1;0.75
206485;1;0.61
207032;1;0.77
221944;1;0.86
177664;1;0.84
197286;0;0.43
15709;0;0.5
247191;1;0.69
280371;1;0.73
272959;1;0.77
99823;1;0.67
174784;1;0.81
190616;1;0.83
40668;1;0.89
97974;1;0.79
27140;1;0.79
76658;1;0.63
257929;1;0.89
136092;1;0.85
143566;1;0.57
281458;1;0.86
232350;1;0.69
257048;1;0.86
246975;1;0.63
88061;1;0.54
72302;1;0.78
132507;1;0.94
193050;1;0.65
56420;1;0.9
265970;0;0.43
12513;1;0.83
209093;1;0.72
4;1;0.93
167385;1;0.72
1767;1;0.84
45598;1;0.92
8695;1;0.84
22926;1;0.66
216576;1;0.69
250173;1;0.82
190598;1;0.95
60427;1;0.88
180848;1;0.62
194289;1;0.65
175692;1;0.92
26632;1;0.84
45762;1;0.87
90590;1;0.75
249324;1;0.73
33221;0;0.5
214729;1;0.62
246617;1;0.91
108214;1;0.82
270325;1;0.72
159952;1;0.59
112184;1;0.86
36605;1;0.84
167052;1;0.76
176591;0;0.5
204351;1;0.93
231320;1;0.81
116118;1;0.56
226003;1;0.55
231366;1;0.75
166784;1;0.83
38506;1;0.86
42619;1;0.84
53797;1;0.89
226834;1;0.83
51263;1;0.79
152508;1;0.88
168444;1;0.8
147025;1;0.89
72355;1;0.56
22228;1;0.62
66108;1;0.74
153838;1;0.8
232008;1;0.71
280;1;0.61
207998;1;0.85
15629;1;0.97
89422;1;0.61
34867;1;0.79
176622;1;0.52
164401;1;0.88
138684;1;0.72
96671;0;0.5
111692;1;0.94
205654;1;0.76
270730;1;0.61
84355;1;0.86
42411;1;0.58
192700;0;0.4
231150;1;0.77
200393;1;0.61
80304;1;0.58
202817;1;0.93
42890;1;0.77
203785;1;0.87
24525;1;0.82
957;1;0.92
91418;1;0.63
213704;1;0.95
151382;1;0.83
19326;1;0.61
250911;1;0.81
48818;1;0.66
113569;1;0.85
125366;1;0.77
113160;1;0.87
166698;1;0.83
138470;1;0.83
208072;1;0.85
64466;1;0.78
126871;1;0.86
197431;1;0.62
173984;1;0.89
159508;1;0.7
49530;1;0.88
43111;1;0.76
109561;1;0.65
124978;1;0.85
66400;1;0.93
60779;1;0.71
150497;1;0.62
262427;1;0.85
201968;1;0.57
209494;1;0.59
203263;1;0.62
20848;1;0.72
226865;1;0.8
92511;1;0.83
186658;1;0.86
76969;1;0.72
2250;1;0.82
494;1;0.57
80344;1;0.81
255420;1;0.84
191272;0;0.5
170785;1;0.8
257411;1;0.78
193314;1;0.85
192111;1;0.59
212737;1;0.77
94242;1;0.85
236262;1;0.71
136356;1;0.92
99696;1;0.96
282612;1;0.91
55686;1;0.92
34828;1;0.88
258415;1;0.85
2066;1;0.83
75727;1;0.86
97831;1;0.85
144116;1;0.71
184915;1;0.65
197360;1;0.78
289122;1;0.56
44727;1;0.65
100186;1;0.7
79881;1;0.84
166690;1;0.61
249287;1;0.82
148029;1;0.96
223181;1;0.59
229353;1;0.57
243982;1;0.84
84047;1;0.67
4202;1;0.82
144958;1;0.81
6025;1;0.81
287378;1;0.77
267890;1;0.72
7897;1;0.85
143431;1;0.94
28365;1;0.88
248684;1;0.96
88596;1;0.68
79616;1;0.9
267738;1;0.89
72442;1;0.8
14833;1;0.83
90427;1;0.79
155771;1;0.64
246844;1;0.75
99596;1;0.84
286389;1;0.72
50003;1;0.84
188573;1;0.86
61042;1;0.69
21856;1;0.84
175801;1;0.87
281390;1;0.68
80007;1;0.77
247736;1;0.9
229515;1;0.89
205138;1;0.77
153842;1;0.76
60374;1;0.72
143202;1;0.7
66329;1;0.87
165103;1;0.93
6418;1;0.74
113440;1;0.86
51061;1;0.76
203749;1;0.79
262856;1;0.66
162232;1;0.56
237495;1;0.83
18316;1;0.87
49838;1;0.71
119322;1;0.7
49909;1;0.81
60921;1;0.93
19185;1;0.84
80155;1;0.86
43107;1;0.6
29347;1;0.81
263371;1;0.9
264303;1;0.83
145537;1;0.9
9763;1;0.67
18059;1;0.83
201782;1;0.88
86189;1;0.8
175776;1;0.68
246853;1;0.88
37379;1;0.67
218863;1;0.67
277350;1;0.76
148821;1;0.87
173865;1;0.78
251605;1;0.67
207891;1;0.85
16075;1;0.81
201494;1;0.9
220349;0;0.46
115469;0;0.47
247506;1;0.52
275930;1;0.72
127506;0;0.49
209548;1;0.9
56830;1;0.78
114840;1;0.93
151342;1;0.95
48763;1;0.82
27068;1;0.69
155874;1;0.78
284651;1;0.8
75068;1;0.92
252781;0;0.43
189907;1;0.67
33533;1;0.9
264325;1;0.9
85434;1;0.95
265588;1;0.9
194328;1;0.88
192198;1;0.6
201133;1;0.88
159018;1;0.82
18645;1;0.85
121302;1;0.78
284939;1;0.96
103027;1;0.87
189417;1;0.82
283317;1;0.7
80822;1;0.57
192169;1;0.85
59792;1;0.81
185579;0;0.48
279077;1;0.64
275173;1;0.9
88948;1;0.85
137253;1;0.82
134514;1;0.79
281083;1;0.87
62650;1;0.89
215378;1;0.78
125021;1;0.94
180275;1;0.75
28056;1;0.74
7601;1;0.87
42295;1;0.75
241071;1;0.81
56515;1;0.67
74418;1;0.82
217885;1;0.72
276734;1;0.77
176626;1;0.89
76630;1;0.69
198949;1;0.69
194125;1;0.51
278833;1;0.78
165382;1;0.85
169402;1;0.85
171248;1;0.64
221697;0;0.49
114421;1;0.88
128193;1;0.89
231605;1;0.98
120349;1;0.8
227004;1;0.78
68864;1;0.65
268300;1;0.67
144654;1;0.72
245171;1;0.68
3334;1;0.82
115407;1;0.81
201989;1;0.77
125764;1;0.78
32268;1;0.95
256412;1;0.58
165387;1;0.82
178205;1;0.88
135824;1;0.91
283916;1;0.71
17798;1;0.53
198840;1;0.73
18580;1;0.66
133128;1;0.85
284522;1;0.84
241787;1;0.58
247589;1;0.86
106162;1;0.92
232807;1;0.73
153220;1;0.83
97925;1;0.86
111377;1;0.9
52597;1;0.86
209020;1;0.61
270103;1;0.86
273965;1;0.92
273216;1;0.89
145061;0;0.5
191671;1;0.87
234434;1;0.9
289189;1;0.56
83868;1;0.85
132103;1;0.59
196084;1;0.87
78823;1;0.88
21962;1;0.72
26630;1;0.88
214671;1;0.86
186198;0;0.49
192650;1;0.53
173893;1;0.75
836;1;0.76
51986;1;0.95
51195;1;0.84
150435;1;0.66
154192;1;0.82
140449;1;0.92
167602;1;0.8
142918;1;0.86
248480;1;0.74
191181;1;0.58
174458;1;0.89
37239;1;0.57
269079;1;0.9
97171;1;0.74
156507;1;0.97
177626;1;0.81
18214;1;0.92
71576;1;0.69
240360;1;0.64
289190;1;0.69
261060;1;0.76
84781;1;0.82
26173;1;0.63
179264;1;0.69
34833;1;0.59
141539;1;0.91
155151;1;0.55
124212;1;0.79
165492;1;0.59
178103;1;0.94
22672;1;0.89
68287;1;0.86
272679;1;0.77
43385;1;0.58
60273;1;0.71
131511;1;0.68
81197;1;0.77
148463;1;0.76
226337;0;0.45
8418;1;0.96
141483;1;0.94
204928;1;0.81
248238;1;0.8
177544;1;0.8
18677;1;0.56
174502;1;0.88
162598;1;0.59
232492;1;0.66
158039;1;0.85
88939;1;0.78
224046;1;0.78
250008;1;0.76
39522;1;0.84
35232;1;0.89
120067;1;0.87
75040;1;0.89
234819;1;0.89
266574;1;0.72
184053;1;0.79
186121;1;0.71
207834;1;0.89
175907;1;0.72
143621;1;0.63
60115;1;0.77
199719;1;0.68
107331;1;0.71
115480;1;0.86
187044;1;0.6
21758;1;0.53
78744;1;0.82
78640;1;0.88
177899;1;0.63
27744;1;0.9
234763;1;0.64
2961;1;0.56
124669;1;0.53
110606;1;0.85
276364;1;0.74
283578;1;0.63
52691;1;0.59
22274;1;0.54
28966;1;0.87
254778;1;0.71
113591;1;0.86
262384;1;0.7
214741;1;0.62
204998;1;0.85
56687;1;0.93
224170;1;0.86
122868;1;0.71
220815;1;0.8
96574;1;0.91
96232;1;0.88
265418;1;0.91
72955;1;0.87
215436;1;0.81
77214;1;0.86
235668;1;0.75
217023;1;0.78
152538;1;0.88
266314;1;0.63
177189;1;0.87
42529;1;0.78
164373;1;0.64
20700;1;0.7
18636;1;0.96
169778;1;0.68
217367;0;0.49
224749;1;0.8
69976;1;0.83
87579;1;0.75
55206;1;0.9
5464;1;0.66
219847;1;0.9
91141;1;0.94
139098;1;0.92
117655;1;0.68
128867;1;0.97
226564;1;0.59
213100;1;0.92
119534;1;0.61
148857;1;0.81
192531;1;0.79
60778;1;0.92
253169;1;0.87
46127;0;0.42
121653;0;0.45
12448;1;0.89
147638;1;0.93
141330;1;0.86
234190;1;0.76
36942;1;0.84
166529;1;0.81
76522;1;0.54
217624;1;0.69
288105;0;0.46
203726;1;0.94
165299;1;0.82
176033;1;0.73
197984;1;0.89
72107;0;0.5
1103;1;0.83
77581;1;0.65
6224;1;0.71
93834;1;0.9
231178;1;0.81
120672;1;0.93
271505;1;0.54
136652;1;0.79
123012;1;0.59
18427;1;0.63
30826;1;0.83
152000;0;0.5
103562;1;0.94
79619;1;0.83
188262;0;0.41
121310;1;0.69
102772;1;0.71
131123;1;0.68
122533;1;0.94
238680;1;0.89
39547;1;0.7
237842;1;0.82
78375;1;0.83
51673;1;0.66
134288;1;0.77
80637;1;0.75
230780;1;0.58
84131;1;0.76
98497;0;0.45
177618;1;0.55
93968;1;0.81
170756;1;0.87
64495;1;0.84
266625;1;0.63
204190;1;0.7
224806;1;0.79
169656;1;0.65
149663;1;0.8
215406;1;0.66
241244;1;0.85
284987;1;0.84
108102;1;0.64
235831;0;0.44
90072;1;0.69
95774;1;0.63
60575;1;0.73
146904;1;0.94
175057;1;0.84
59781;1;0.73
13671;1;0.86
205175;1;0.74
241205;1;0.82
185921;1;0.87
36642;1;0.77
235734;1;0.7
56186;1;0.56
13496;1;0.92
63432;1;0.73
242145;1;0.84
186489;1;0.89
144258;1;0.75
128629;1;0.79
138086;1;0.78
199253;1;0.83
200055;1;0.91
163974;1;0.51
17563;1;0.74
42445;1;0.74
68471;1;0.9
74715;1;0.92
104935;1;0.82
242910;1;0.67
85256;0;0.5
268471;1;0.85
12003;1;0.86
133852;1;0.93
36271;1;0.57
276053;0;0.42
150743;1;0.87
199999;1;0.81
43579;1;0.88
192692;1;0.69
21778;0;0.47
250170;0;0.44
219959;1;0.85
20166;1;0.66
77941;1;0.84
79148;1;0.75
65004;1;0.79
246097;0;0.5
288304;1;0.8
234808;0;0.4
99983;1;0.8
178365;1;0.8
287882;1;0.85
40366;1;0.52
238198;1;0.75
7058;0;0.36
36512;1;0.82
179750;1;0.88
34732;1;0.57
218337;1;0.89
8483;1;0.97
153558;1;0.67
54350;1;0.74
194859;1;0.94
13292;1;0.64
24577;1;0.77
153030;1;0.9
88195;1;0.59
144374;1;0.69
134734;1;0.86
155023;1;0.77
52929;1;0.55
95821;1;0.86
16926;1;0.9
60532;0;0.44
250339;1;0.91
213373;1;0.66
123971;1;0.8
33806;1;0.94
104995;1;0.76
15495;1;0.87
265533;1;0.84
277988;1;0.88
22990;1;0.55
193167;1;0.54
78497;1;0.82
115731;1;0.54
201751;1;0.94
37205;1;0.56
64496;1;0.56
144806;1;0.77
49776;1;0.69
196931;1;0.71
133298;0;0.5
143559;1;0.86
4971;1;0.7
207305;1;0.58
115943;1;0.91
263251;0;0.38
146808;0;0.5
96784;1;0.64
2453;1;0.89
144221;1;0.85
275548;1;0.74
254512;1;0.89
146711;1;0.72
211902;1;0.7
146765;1;0.9
160849;1;0.7
246795;1;0.8
170336;1;0.88
144398;1;0.77
75461;1;0.74
195258;1;0.82
109249;1;0.83
30803;1;0.83
60556;1;0.68
94380;1;0.88
199434;1;0.72
169821;1;0.87
212540;1;0.73
97725;1;0.83
212565;1;0.83
232299;1;0.86
51294;1;0.6
176635;1;0.71
136749;1;0.85
221056;1;0.87
279035;1;0.69
195998;1;0.73
61729;1;0.62
253437;1;0.85
147260;1;0.89
253632;1;0.93
113108;1;0.79
287289;1;0.68
97599;1;0.85
213008;1;0.52
236330;1;0.9
42403;1;0.69
256494;1;0.6
169517;1;0.87
161439;1;0.66
159730;1;0.75
232823;1;0.68
273383;1;0.68
278930;1;0.75
69;1;0.77
267304;1;0.72
126363;1;0.94
221013;1;0.8
43020;1;0.71
129405;1;0.84
74373;1;0.77
24179;1;0.83
196906;1;0.74
72308;0;0.45
109528;1;0.76
73660;1;0.85
120131;1;0.96
11103;1;0.62
106021;1;0.7
242655;1;0.91
29716;1;0.81
223986;1;0.9
92285;1;0.8
43398;1;0.95
145192;1;0.59
112354;1;0.82
165450;1;0.61
133109;1;0.9
70239;1;0.81
146971;1;0.76
115484;1;0.86
80172;1;0.73
186996;1;0.86
84041;1;0.62
11044;1;0.8
8430;1;0.68
116111;1;0.95
197144;1;0.89
275768;1;0.94
254629;1;0.92
249552;1;0.94
135244;1;0.51
137543;1;0.92
52836;1;0.82
270638;1;0.59
159497;1;0.56
253331;1;0.96
268415;1;0.77
52375;1;0.87
32540;1;0.9
142204;1;0.66
185130;1;0.71
275494;1;0.78
25968;0;0.37
196647;1;0.87
50552;0;0.45
61467;1;0.88
182040;1;0.85
210765;1;0.8
121322;1;0.86
241747;1;0.53
176261;1;0.82
187500;1;0.81
63898;1;0.68
171319;1;0.74
284401;1;0.59
122229;1;0.88
78946;1;0.81
200164;1;0.6
202034;1;0.74
284761;1;0.74
185678;1;0.6
280784;1;0.95
124885;1;0.68
107917;1;0.81
184268;1;0.87
124254;1;0.72
66659;1;0.83
191025;1;0.78
252325;1;0.53
269987;1;0.83
93736;1;0.9
117902;1;0.87
286193;1;0.84
166066;1;0.84
212311;1;0.86
57323;1;0.66
238778;0;0.44
180323;1;0.6
13457;1;0.91
134457;1;0.8
13565;1;0.8
98737;1;0.81
129913;1;0.89
33326;1;0.94
149117;1;0.6
109801;1;0.59
189464;1;0.54
40974;1;0.82
248095;1;0.53
176866;1;0.9
137016;1;0.79
283794;1;0.85
97156;1;0.95
281394;1;0.83
16419;0;0.47
255644;1;0.82
142477;1;0.74
164449;1;0.79
76867;1;0.85
217672;1;0.84
207366;1;0.53
65482;1;0.86
224494;0;0.48
260562;1;0.85
43626;1;0.82
278991;1;0.84
284612;1;0.82
241694;1;0.66
87972;1;0.68
113103;1;0.8
230508;1;0.67
280422;1;0.96
73339;1;0.94
5575;1;0.71
255255;1;0.51
253144;1;0.84
39087;1;0.89
108855;1;0.84
251499;1;0.75
168914;1;0.51
120608;1;0.92
49439;1;0.88
145987;1;0.82
156289;1;0.56
135279;1;0.88
134813;0;0.49
122014;1;0.96
111713;1;0.73
201245;1;0.72
145755;1;0.69
68033;1;0.89
251956;1;0.96
221958;1;0.64
117269;0;0.31
160997;1;0.84
243563;1;0.78
285485;1;0.83
138200;1;0.83
159635;1;0.91
191904;1;0.89
223386;1;0.84
132527;1;0.59
53153;1;0.7
169959;1;0.84
37974;1;0.7
277259;1;0.8
33621;1;0.87
275616;1;0.69
123380;1;0.83
130436;1;0.61
246091;1;0.68
232304;1;0.58
146657;1;0.65
134188;1;0.75
1180;1;0.76
65186;1;0.94
286150;1;0.72
221055;1;0.73
108335;1;0.88
74459;1;0.83
67331;1;0.82
28539;1;0.81
44988;1;0.73
281548;1;0.86
485;1;0.69
9831;1;0.63
10064;1;0.88
63033;1;0.81
162522;1;0.64
63011;1;0.84
37037;1;0.78
4837;1;0.92
239921;1;0.87
238203;0;0.5
89150;1;0.84
158518;1;0.59
51069;1;0.78
213138;1;0.79
185923;1;0.91
159357;1;0.92
174016;1;0.8
289239;1;0.86
62495;1;0.84
127037;1;0.76
192619;0;0.49
214398;1;0.59
216893;1;0.77
174382;1;0.84
79903;1;0.62
179443;1;0.55
14026;1;0.9
288641;1;0.83
119571;1;0.9
282182;1;0.59
45747;1;0.74
70336;1;0.57
270752;1;0.82
181920;1;0.91
259248;1;0.88
80229;1;0.89
224027;1;0.96
102592;1;0.91
87836;1;0.84
67084;1;0.86
102086;1;0.82
14386;0;0.45
255106;1;0.88
46730;1;0.76
45290;1;0.87
261168;1;0.62
249632;1;0.86
39403;1;0.76
129648;1;0.85
145774;1;0.82
143411;1;0.92
230632;1;0.85
99490;1;0.63
34571;1;0.82
27633;1;0.74
135255;1;0.61
173344;1;0.87
51961;1;0.59
232621;1;0.89
95842;1;0.81
169350;0;0.36
5227;1;0.76
82406;1;0.9
267702;1;0.95
154144;1;0.86
143451;1;0.63
148376;1;0.68
10167;1;0.96
228713;1;0.89
241991;1;0.77
149015;1;0.67
37484;1;0.88
201180;1;0.61
41277;1;0.78
262739;1;0.74
259789;1;0.78
127035;1;0.73
10693;1;0.82
276031;1;0.55
